company_name,ticker,cik,filing_type,filing_date,filing_url,Checked,snippet_text_short,KPI_CURRENT_VALUE,KPI_TREND,KPI_HISTORICAL_COMPARISON,TARGET_OUTLOOK,NPS_GOAL_REACHED,METHODOLOGY_DEFINITION,QUALITATIVE_ONLY,has_numeric_nps,nps_value_fix,nps_competition_industry,nps_value_over,nps_value_below,nps_goal_value,nps_goal_change
WAFD INC,,,,,https://sec.gov/Archives/edgar/data/0000936528/000093652823000173/exhibit991_sep2023earnings.htm,,"For the year 2023, we grew tangible book value per share by 10% to $28.05. We continue to make strategic investments in both our technology and our teams and we are pleased to see that our clients are noticing. Our Net Promoter Score, a measure of how likely clients are to 2 recommend a company, increased to an all-time high of 57. The average for the industry is approximately 30 (the higher the score the better). Our belief is that the upheaval in the regional banking space is providing a rare opportunity for WaFd Bank to earn more market share in the Western United States.",1,1,0,0,0,0,0,1,57.0,30.0,,,,
WAFD INC,,,,,https://sec.gov/Archives/edgar/data/0000936528/000093652824000031/exhibit991_december2023ear.htm,,"We aim to accomplish this through excellent client service combined with technology. We believe our strategic investments favorably position the Bank to be nimble in adopting new technologies and thus better serve our clients. Our clients are noticing as our Net Promoter Score, a measure of how likely clients are to recommend a company, is at an all-time high of 57. Looking forward, we remain optimistic that our previously announced acquisition of Luther Burbank Corporation will be approved during this current quarter and if the market sentiment is correct and the Federal Reserve does, in fact, begin decreasing interest rates, both occurrences should drive improved profitability for the Bank."" Total assets were $22.6 billion as of December 31, 2023, compared to $22.5 billion at September 30, 2023, primarily due to small increases in cash and net loans. Net loans in",1,0,0,0,0,0,0,1,57.0,,,,,
WAFD INC,,,,,https://sec.gov/Archives/edgar/data/0000936528/000093652824000042/wafdinvestorpresentation.htm,,"ate financial needs and empower our clients by creating frictionless experiences across all interactions and devices. Our Values: Integrity, Teamwork, Ownership, Service, Simplicity & Discipline Vision 2025 5 Evolution of Our Franchise Thrift Consumer deposits and home loans. Commercial Relationship deposits and diversified lending Digital Focus Leverage data to anticipate financial needs and empower our clients 1917‐2007 2007‐2018 2025 Vision 6 10 years of investment has put us on glide path to an even stronger balance sheet and deeper client relationships 6 (41) (24) (12) (6) (1) 3 15 57 75 Net Promoter Score Approaching Best in Class 7 Our investments in customer service, usability and technology are translating into high customer satisfaction levels Source: Customer Guru WaFdaa Net Promoter Score 1 17 34 48 51 48 44 57 2017 2018 2019 2020 2021 2022 2023 Peer Net Promoter Score 1 1 2023 Financial Services Banking Benchmarks 7 Speed Matters – Website Is the New Storefront 8 wafdbank.com Google page speed scores Getting Customers to Your Website is Mission Critical 9 WaFd Bank's online presence and domain authority have been growing significantly year over year. 10 Commitment to ESG & Diversity We",1,0,0,0,0,0,0,1,57.0,,,,,
WAFD INC,,,,,https://sec.gov/Archives/edgar/data/0000936528/000093652824000075/wafdinvestorpresentation.htm,,"stment has put us on glide path to an even stronger balance sheet and deeper client relationships 6 Completion of Luther Burbank Merger 7 Two great organizations coming together. 7 • Merger effective March 1, 2024 • Successful systems conversion completed and branches re‐branded by March 4th with minimal disruption • WaFd Assets at March 31, 2024 ‐ $30.1 billion • Preliminary Stats: • Consideration ‐ $465 million • Net Assets Acquired ‐ $360 million • Goodwill ‐ $105 million • $6.2 billion in loans, $3 billion held for sale • $5.6 billion in customer accounts (41) (24) (12) (6) (1) 3 15 57 75 Net Promoter Score Approaching Best in Class 8 Our investments in customer service, usability and technology are translating into high customer satisfaction levels Source: Customer Guru WaFdaa Net Promoter Score 1 17 34 48 51 48 44 57 2017 2018 2019 2020 2021 2022 2023 Peer Net Promoter Score 1 1 2023 Financial Services Banking Benchmarks 8 Getting Customers to Your Website is Mission Critical 9 WaFd Bank's online presence and domain authority have been growing significantly year over year. 10 Commitment to ESG & Diversity We believe our enduring franchise comes from core principles focused on helping the neigh",1,0,0,0,0,0,0,1,57.0,,,,,
WAFD INC,,,,,https://sec.gov/Archives/edgar/data/0000936528/000093652824000119/wafdinvestorpresentation.htm,,"All other data is as of 06/30/2024. Completion of Luther Burbank Merger 5 Two great organizations coming together. 5 • Merger effective March 1, 2024 • Successful systems conversion completed and branches re-branded by March 4th with minimal disruption • WaFd Assets at March 31, 2024 - $30.1 billion • Preliminary Stats: • Consideration - $465 million • Net Assets Acquired - $360 million • Goodwill - $105 million • $6.2 billion in loans, $3 billion held for sale • $5.6 billion in customer accounts (41) (24) (12) (6) (1) 3 15 57 75 Net Promoter Score Approaching Best in Class 6 Our investments in customer service, usability and technology are translating into high customer satisfaction levels Source: Customer Guru WaFdaa Net Promoter Score 1 17 34 48 51 48 44 57 2017 2018 2019 2020 2021 2022 2023 Peer Net Promoter Score 1 1 2023 Financial Services Banking Benchmarks 6 7 Commitment to ESG & Diversity We believe our enduring franchise comes from core principles focused on helping the neighborhoods we serve and creating long- term value for all stakeholders led by a Board, management and employee base that bring together a diversity of backg",1,0,0,0,0,0,0,1,57.0,,,,,
WAFD INC,,,,,https://sec.gov/Archives/edgar/data/0000936528/000093652824000168/wafdinvestorpresentation.htm,,"stment has put us on glide path to an even stronger balance sheet and deeper client relationships 6 Completion of Luther Burbank Merger 7 Two great organizations coming together. 7 • Merger effective March 1, 2024 • Successful systems conversion completed and branches re-branded by March 4th with minimal disruption • WaFd Assets at March 31, 2024 - $30.1 billion • Preliminary Stats: • Consideration - $466 million • Net Assets Acquired - $361 million • Goodwill - $105 million • $6.2 billion in loans, $3 billion held for sale • $5.6 billion in customer accounts (41) (24) (12) (6) (1) 3 15 57 75 Net Promoter Score Approaching Best in Class 8 Our investments in customer service, usability and technology are translating into high customer satisfaction levels Source: Customer Guru WaFdaa Net Promoter Score 1 17 34 48 51 48 44 57 2017 2018 2019 2020 2021 2022 2023 Peer Net Promoter Score 1 1 2023 Financial Services Banking Benchmarks 8 Web Traffic to Wafdbank.com 9 WaFd Bank's online growth of traffic to its website is due to our technology efforts. Now averaging more than 200,000 new website visitors a month 10 Commitment to ESG & Diversity We believe our enduring franchise comes from core principles focu",1,0,0,0,0,0,0,1,57.0,,,,,
VIQ Solutions Inc.,VQSSF,1777765.0,EX-99.2,2023-03-31,https://sec.gov/Archives/edgar/data/0001777765/000110465923039786/tm2311125d1_ex99-2.htm,,"VIQ Solutions Inc. Management’s Discussion and Analysis of Financial Condition and Results of Operations for 2022 · Obtained a fourth patent that covers ten unique aspects of the Company’s proprietary aiAssist™ multi-tenant automated workflow and analysis platform. · In Q4 2022, the Company’s Net Promoter Score reached a high of 92, on a scale of -100 to +100, which represents high customer loyalty and satisfaction levels. · On January 13, 2023, the Company refinanced legacy debt facility eleven months ahead of maturity with a built-in facility for growth initiatives including M&A. Q4 2022 was pivotal to the Company in the maturity and adaptation of the solutions delivered.",1,0,0,0,0,0,0,1,92.0,,,,,
"TRINET GROUP, INC.",,,,,https://sec.gov/Archives/edgar/data/0000937098/000093709825000184/tnet-093025xexhibit991.htm,,"“After our strong third quarter financial performance, we are now tracking towards the high end of our full-year earnings guidance range,” said Mike Simonds, TriNet President and CEO. “We launched our go-to-market initiatives and have nearly completed the most aggressive portion of our repricing, setting us up for an improving growth trajectory in coming quarters.” Simonds continued, “The broader SMB business environment remains challenged, and we remain focused on supporting our customers. Despite the challenging conditions, we recorded our highest ever customer net promoter score, and customer retention remains above our historical average.” Third quarter highlights include: • Total revenues were $1.2 billion, down 2% to the same period last year. • Professional service revenues decreased 8% to $169 million compared to the same period last year. • Net income was $34 million, or $0.70 per diluted share, compared to net income of $45 million, or $0.89 per diluted share, in the same period last year.",0,0,0,0,0,0,0,0,,,,,,
PERUSAHAAN PERSEROAN PERSERO PT TELEKOMUNIKASI INDONESIA TBK,,,,,https://sec.gov/Archives/edgar/data/0001001807/000100180723000021/tmb-20230502xex99.htm,,"Impact Customers are Telkom’s priority, and we always want to provide them with the best experience. Excellent service can improve customer experience and growth which will then have a positive impact on financial and operational performance. Commitment and Target • TelkomGroup's Net Promoter Score (NPS) for 2022 is targeted at a minimum of 51, with a target in 1st Semester was 50 and a target for 2nd Semester is 51. The target score grows by 2 points compared to the 2nd Semester achievement in the previous year of 49. NPS calculation refers to the standard calculation formula NPS globally, and measurement carried out by third-party surveyor partners to maintain independence and objectivity.",0,0,0,1,0,1,0,1,,,,,51.0,2.0
NICE Ltd.,,,,,https://sec.gov/Archives/edgar/data/0001003935/000100393521000008/a9911nicerecognizestrailbl.htm,x,"Best CX Innovation – Honoring the adoption of innovative artificial intelligence, analytics or automation that drove digital fluency and transformation as well as business results. The winners are The County of San Diego, Signify and Telia Finland. Best Customer Experience – Recognizing the steps taken to deliver a new CX standard resulting in increased first call resolution, service levels or Net Promoter Score (NPS). The winners are Atento, Banco BMG and International SOS. Best Employee Engagement – Applauding significant advances in workforce engagement and motivation strategies, empowering employees to be brand ambassadors in a work-from-anywhere environment.",0,1,0,0,0,0,0,0,,,,,,
NICE Ltd.,,,,,https://sec.gov/Archives/edgar/data/0001003935/000100393521000008/a996nicecxonedeliverstrans.htm,x,"ument Exhibit 99.6 NICE CXone Delivers Transformative Customer Service, Driving Record Customer Satisfaction Scores CXone sees largest increase in customer satisfaction with record customer growth, expanded international adoption Hoboken, N.J., May 12, 2021 – NICE CXone (Nasdaq: NICE) today announced its largest increase in customer satisfaction as its digital-first cloud contact center platform, CXone , experiences accelerated demand with hundreds of new capabilities added, a record number of new customers, and tripled adoption internationally, driving more than 19 points Net Promoter Score (NPS) improvement. “We are in the business of helping organizations foster customer loyalty and brand advocacy,” said Paul Jarman, NICE CXone CEO . “That makes it even more rewarding when we see an increase in our own customer approval.",0,1,0,0,0,0,0,0,,,,,,
COLUMBUS MCKINNON CORP,,,,,https://sec.gov/Archives/edgar/data/0001005229/000100522922000286/a20221027cmcoq2fy2023fin.htm,,"laboration Driving Results © 2022 COLUMBUS MCKINNON CORPORATION 4 Unlocking Potential Key Strategic Objectives Dashboard Delivering on Transformation Strategy STRENGTHEN, GROW, EXPAND AND REIMAGINE CMCO Integrated regional teams to simplify, collaborate and deliver on Intelligent Motion Solutions for material handling Delivered 7.5% YTD growth (constant currency) driven by focus on higher growth, secular driven markets Grew NPD N-3 to 5% of revenue YTD, up from 2.6% in FY19 and less than 1% in FY17 Customer experience remains a top priority; initiated first enterprise-wide net promoter score (NPS) survey DRIVE MARGIN EXPANSION AND CASH GENERATION Improved gross margin to 36.5% TTM, a record twelve-month gross margin level Business realignment reduces cost structure by ~$6.8 million on an annualized basis Achieved record operating income and adjusted EBITDA margin in the second quarter FY23 Generated $15 million in FCF in the second quarter FY23; expect to improve working capital as a % of sales © 2022 COLUMBUS MCKINNON CORPORATION 5 Operational Performance YTD gross margin improved 90 bps Making Solid Progress Along Path to Top-tier Margin Profile ADJUSTED GROSS MARGIN PROGRESSION • O",0,1,1,0,0,0,0,0,,,,,,
COLUMBUS MCKINNON CORP,,,,,https://sec.gov/Archives/edgar/data/0001005229/000100522923000270/exhibit991110124.htm,,"We achieved several new milestones this quarter including record revenue, gross margin and operating income. Being customer led is a foundational component of the Columbus McKinnon Business System (“CMBS”) which drives continuous improvement, discipline, communication and accountability. We remain laser focused on improving our customers’ experience and our progress has been validated by recent improvements in our net promoter score. The 80/20 process is another key focus area of CMBS with our current priority being product line simplification. Beyond optimizing financial performance, this will lead to improved product offerings, stronger market positioning and the ability to simplify our factory footprint.” Mr.",0,1,0,0,0,0,0,0,,,,,,
ENTERPRISE FINANCIAL SERVICES CORP,,,,,https://sec.gov/Archives/edgar/data/0001025835/000102583521000008/q42020investordeckfinal.htm,,"ity Earnings Growth Focused and Well-Defined Strategy Aimed at Business Owners, Executives and Professionals. Targeted Array of Banking and Wealth Management Services to Meet our Client’s Needs Experienced Bankers and Advisors Targeted Audience Focused and Well-Defined Strategy Aimed at Business Owners, Professionals, and Consumers Tailored Solutions Targeted Array of Banking and Wealth Management Services to Meet Our Clients’ Needs Expertise Experienced, Tenured Bankers and Advisors with Specialized Knowledge in Various Industries and Products 5 Customer Focus Source: Greenwich Associates 71 NPS NET PROMOTER SCORE A measure of client satisfaction INDUSTRY AVERAGE: 54 6 Seacoast Overview - Closed November 12, 2020 Select Financial Metrics* Company Overview Branch Map ▪ Headquartered in San Diego, California, and recognized as a leading small business lender throughout much of the United States. ▪ Focused on highly scalable specialty lending and deposit niches. ➢ SBA Lending: Predominantly an SBA 7(a), real-estate secured lender, with 20 SBA production offices across 11 states.",1,0,0,0,0,0,0,1,71.0,54.0,,,,
ENTERPRISE FINANCIAL SERVICES CORP,,,,,https://sec.gov/Archives/edgar/data/0001025835/000102583521000114/q22021efscinvestorpresen.htm,,"uilt for Quality Earnings Growth Focused and Well-Defined Strategy Aimed at Business Owners, Executives and Professionals. Targeted Array of Banking and Wealth Management Services to Meet our Client’s Needs Experienced Bankers and Advisors Targeted Audience Focused and Well-Defined Strategy Aimed at Business Owners, and Professionals Tailored Solutions Targeted Array of Banking and Cash Management Services to Meet Our Clients’ Needs Expertise Experienced, Tenured Bankers and Advisors with Specialized Knowledge in Various Industries and Products 6 Customer Focus Source: Greenwich Associates 71 NPS NET PROMOTER SCORE A measure of client satisfaction INDUSTRY AVERAGE: 54 7 ▪ Total Assets: $2.4 Billion ▪ Gross Loans: $2.0 Billion, including PPP of $296 Million ▪ Deposits: $1.9 Billion ▪ ROAA: 1.71% ytd June 2021, excluding merger costs ▪ ROATCE: 19.7% ytd June 2021, excluding merger costs ▪ Efficiency Ratio1: 44.8% ytd June 2021 ▪ NIM: 4.2% ytd June 2021 ▪ Attractive core deposit franchise: ◦ $1.9 Billion in Total Deposits ◦ 55% of Total Deposits are Noninterest Bearing ▪ Established presence in Los Angeles, Orange, and San Diego counties. ▪ 87.5% of loan portfolio composed of CRE and C&I",1,0,0,0,0,0,0,1,71.0,54.0,,,,
ENTERPRISE FINANCIAL SERVICES CORP,,,,,https://sec.gov/Archives/edgar/data/0001025835/000102583521000143/q32021efscinvestordeck11.htm,,"Built for Quality Earnings Growth Focused and Well-Defined Strategy Aimed at Business Owners, Executives and Professionals. Targeted Array of Banking and Wealth Management Services to Meet our Client’s Needs Experienced Bankers and Advisors Targeted Audience Focused and Well-Defined Strategy Aimed at Business Owners, and Professionals Tailored Solutions Targeted Array of Banking and Cash Management Services to Meet Our Clients’ Needs Expertise Experienced, Tenured Bankers and Advisors with Specialized Knowledge in Various Industries and Products 6 Customer Focus Source: Coalition Greenwich 71 NPS NET PROMOTER SCORE A measure of client satisfaction INDUSTRY AVERAGE: 54 7 ▪ Total Assets: $2.4 Billion ▪ Gross Loans: $2.0 Billion, including PPP of $296 Million ▪ Deposits: $1.9 Billion ▪ ROAA: 1.71% ytd June 2021, excluding merger costs ▪ ROATCE: 19.7% ytd June 2021, excluding merger costs ▪ Efficiency Ratio1: 44.8% ytd June 2021 ▪ NIM: 4.2% ytd June 2021 ▪ Attractive core deposit franchise: ◦ $1.9 Billion in Total Deposits ◦ 55% of Total Deposits are Noninterest Bearing ▪ Established presence in Los Angeles, Orange, and San Diego counties. ▪ 87.5% of loan portfolio composed of CRE and C&I",1,0,0,0,0,0,0,1,71.0,54.0,,,,
METTLER TOLEDO INTERNATIONAL INC/,,,,,https://sec.gov/Archives/edgar/data/0001037646/000103764623000007/mettlertoledo2022annualrep.pdf,,"Our connected devices strategy with flexible and comprehensive interfacing capabilities empowers our customers’ internet of things strategies, and our software solutions help them turn data into important insights. Providing Exceptional Customer Service Our Service business delivered excellent results in 2022. Our ability to continue to serve customers during these challenging past few years has led to steady increases in our Net Promoter Scores, which are customer evaluations of services after they are provided. Service remains an important contributor to our profits and a key competitive advantage as customers that utilize our service are more likely to purchase our instruments, and our service relationships give us meaningful insights into customer applications and future needs. We have made good progress in recent years in selling service contracts at the point of sale.",0,0,0,0,0,0,1,0,,,,,,
METTLER TOLEDO INTERNATIONAL INC/,,,,,https://sec.gov/Archives/edgar/data/0001037646/000103764625000015/mtannualreport2024-highlig.pdf,,"Our services are critical in helping customers generate highly reliable and accurate readings from our precision instruments, maximize uptime, and enhance productivity. Our global network of factory-trained service experts is a significant competitive advantage. Our customer satisfaction ratings for our services are excellent, and our Net Promoter Score evaluations of our services are at record high levels. We continue to make progress toward servicing a greater proportion of our installed base. Today, we have penetrated about one-third of a $3 billion total market opportunity within our installed base.",0,0,0,0,0,0,1,0,,,,,,
"C. H. ROBINSON WORLDWIDE, INC.",,,,,https://sec.gov/Archives/edgar/data/0001043277/000104327723000034/ex991earningsreleaseq393023.htm,,"President and Chief Executive Officer, Dave Bozeman. ""We are staying focused on what we can control, by providing superior service to our customers and carriers, executing on our plans to streamline our processes by removing waste and manual touches, and delivering tools that enable our customer- and carrier-facing employees to allocate their time to relationship building and exception management. Our focus on delivering quality and improvements to our customers, such as enhanced visibility and increased automation, has been reflected in very positive feedback from customers and validated by net promoter scores this year that are the highest on record for the company, which we believe sets us up well with customers for the eventual positive inflection in the 1 freight market."" ""Our customers value the quality, stability and reliability that we provide, as they work to optimize their transportation needs. This has taken on greater importance to shippers who had exposure to transportation providers whose business models were not financially viable. During my many discussions with customers over the past four months, it’s clear that they prefer partners who have financial strength and can invest throu",0,1,0,0,0,0,0,0,,,,,,
"C. H. ROBINSON WORLDWIDE, INC.",,,,,https://sec.gov/Archives/edgar/data/0001043277/000104327723000034/q32023earningsdeck.htm,,"Robinson Worldwide, Inc. All Rights Reserved. Thoughts from President & CEO, Dave Bozeman 3 ■ Customers value the quality, stability and reliability that we provide, and they prefer partners who have the financial strength to invest through cycles and the expertise to provide innovative tech-enabled solutions ■ Focus on delivering quality and improvements to customers has been reflected in very positive customer feedback and high net promoter scores ■ We are executing on our plans to streamline our processes, remove waste and decouple volume growth from headcount growth ■ Cost reductions and productivity gains are ahead of our stated targets ■ Accelerating clock speed and driving focus on concurrent workstreams that are addressing the highest leverage areas to eliminate productivity bottlenecks ■ Utilizing generative AI, in conjunction with machine learning, to leverage our large data set as a force multiplier ■ Strength of our people, scaled network, financial model and investments in improving efficiency position us well for the event",0,0,0,0,0,0,1,0,,,,,,
"C. H. ROBINSON WORLDWIDE, INC.",,,,,https://sec.gov/Archives/edgar/data/0001043277/000104327724000007/q42023earningsdeck.htm,,"of services to accelerate profitable growth, by improving how we go to market as one company with unified account management versus showing up as distinct business units. ■ Our people are our greatest strength, and I'm confident we will win for our customers, carriers, employees and shareholders. Q4 Highlights 4 ■ Experienced normal seasonal declines in shipments ■ Global freight markets continue to be impacted by weak demand and excess capacity, resulting in a loose market and suppressed transportation rates ■ Providing superior service to our customers and carriers, as reflected in our 2023 net promoter scores that were the highest on record for the company ■ Focused on continuing to remove waste and manual touches from our processes and ensuring readiness for the eventual freight market rebound ■ 17% Y/Y improvement in Q4 NAST shipments/person/day against a goal of 15%, and 20% Y/Y improvement in Q4 Global Forwarding shipments/person/month, with the compounded benefits of additional productivity improvements expected beyond 2023 ■ Continuing to invest through cycles in improving the customer and carrier experience and in decoupling volume growth from headcount growth $4.2B Total Revenues -16.7% Y",0,0,0,0,0,0,0,0,,,,,,
PEAPACK GLADSTONE FINANCIAL CORP,,,,,https://sec.gov/Archives/edgar/data/0001050743/000095017024116317/pgc-ex99_1.htm,,"Strong loan and deposit pipelines going into Q4. Continue to explore additional regional locations with opportunistic hires. Strong Net Promoter Score & Employee Engagement Continuous Improvement Creating Franchise Value Client feedback is validating our best-in-class service culture. New York teams have received an 81 Net Promoter Score, in-line with world-class service organizations like The Ritz Carlton, USAA, and Nordstrom. Strong NYC Employee engagement – voted one of “Crain’s 2024 Best Places to Work in NYC”.",1,1,0,0,0,0,0,1,81.0,,,,,
PEAPACK GLADSTONE FINANCIAL CORP,,,,,https://sec.gov/Archives/edgar/data/0001050743/000095017025009938/pgc-ex99_1.htm,,"Strong loan and deposit pipelines going into 2025. Continue to explore additional regional locations with opportunistic hires. Strong Net Promoter Score & Employee Engagement Continuous Improvement Creating Franchise Value Client feedback is validating our best-in-class service culture. New York teams have received an 81 Net Promoter Score, in-line with world-class service organizations like The Ritz Carlton, USAA, and Nordstrom. Strong NYC employee engagement – voted one of “Crain’s 2024 Best Places to Work in NYC”.",1,1,0,0,0,0,0,1,81.0,,,,,
PEAPACK GLADSTONE FINANCIAL CORP,,,,,https://sec.gov/Archives/edgar/data/0001050743/000095017025056826/pgc-ex99_1.htm,,"Strong loan and deposit pipelines. Continue to explore additional regional locations with opportunistic hires. Strong Net Promoter Score & Employee Engagement Continuous Improvement Creating Franchise Value Client feedback is validating our best-in-class service culture. New York teams have received an 81 Net Promoter Score, in-line with world-class service organizations like The Ritz Carlton, USAA, and Nordstrom. Strong NYC employee engagement – voted one of “Crain’s 2024 Best Places to Work in NYC”.",1,1,0,0,0,0,0,1,81.0,,,,,
MARINEMAX INC,,,,,https://sec.gov/Archives/edgar/data/0001057060/000095017022027067/hzo-2022-def14.htm,,"In line with our philosophy, the majority of the compensation for our NEOs is variable incentive compensation that fluctuates based on company performance. The following graphs set forth the NEOs 2022 target compensation mix. For 2022, our cash incentive compensation was based on pre-established quarterly and/or full fiscal year goals related to pretax income, aged inventory targets, and net promoter score (customer rating). 15 Overview and Compensation Philosophy Our Board of Directors has appointed a Compensation Committee, consisting solely of independent members of the Board of Directors, to review and approve corporate goals and objectives relevant to the compensation of our Chief Executive Officer, evaluate the performance of our Chief Executive Officer in light of those goals and objectives, and determine or recommend to the Board of Directors the compensation of our Chief Executive Officer based on this evaluation. The Compensation Committee also recommends to the Board of Directors, or",0,0,0,1,0,0,0,0,,,,,,
MARINEMAX INC,,,,,https://sec.gov/Archives/edgar/data/0001057060/000095017023073296/hzo-20231218.htm,,"In line with our philosophy, the majority of the compensation for our NEOs is variable incentive compensation that fluctuates based on company performance. The following graphs set forth the target compensation mix for 2023 NEOs. For 2023, our cash incentive compensation was based on pre-established quarterly and/or full fiscal year goals related to pretax income, aged inventory targets, and net promoter score (customer rating). 16 Overview and Compensation Philosophy Our Board of Directors has appointed a Compensation Committee, consisting solely of independent members of the Board of Directors, to review and approve corporate goals and objectives relevant to the compensation of our Chief Executive Officer, evaluate the performance of our Chief Executive Officer in light of those goals and objectives, and determine or recommend to the Board of Directors the compensation of our Chief Executive Officer based on this evaluation. The Compensation Committee also recommends to the Board of Directors, or",0,0,0,1,0,0,0,0,,,,,,
MARINEMAX INC,,,,,https://sec.gov/Archives/edgar/data/0001057060/000095017025001104/hzo-20241218.htm,,"In line with our philosophy, the majority of the compensation for our NEOs is variable incentive compensation that fluctuates based on company performance. The following graphs set forth the target compensation mix for 2024 NEOs. For 2024, our cash incentive compensation was based on pre-established quarterly and/or full fiscal year goals related to pretax income, aged inventory targets, and net promoter score (customer rating). 16 Overview and Compensation Philosophy Our Board of Directors has appointed a Compensation Committee, consisting solely of independent members of the Board of Directors, to review and approve corporate goals and objectives relevant to the compensation of our Chief Executive Officer, evaluate the performance of our Chief Executive Officer in light of those goals and objectives, and determine or recommend to the Board of Directors the compensation of our Chief Executive Officer based on this evaluation. The Compensation Committee also recommends to the Board of Directors, or",0,0,0,1,0,0,0,0,,,,,,
"COSTAR GROUP, INC.",,,,,https://sec.gov/Archives/edgar/data/0001057352/000105735225000063/q12025earningspressrelease.htm,,"In Q1 2025, unaided consumer awareness grew to 36% up from just 4% before the February 2024 launch. Importantly, Member agents are winning 61% more listings than comparable non-Member agents 3 . Our Net Promoter Score has risen 85 points since May 2024 to 43 today.” “We completed the Matterport acquisition in February 2025,” said Florance. “Matterport is the best way to present physical real estate spaces online and transform them into data. There are valuable applications for every type of real estate, and we plan to deploy Matterport across CoStar Group and meaningfully expand this unique data set.” ___________________________________ 1 References to “commercial information and marketplace brands” refer to our consolidated financial position and results excluding the impact of Homes.com, OnTheMarket and",0,1,1,0,0,0,0,0,,,,,,
NEOGENOMICS INC,,,,,https://sec.gov/Archives/edgar/data/0001077183/000107718322000060/exhibit991-2021annualrep.htm,,"Our average customer account in 2021 ordered more than 250 tests during the year, and many of our customers view us as their only or primary reference lab for cancer testing. A recent national survey of independent labs and hospitals named NeoGenomics the number one preferred reference lab for cancer testing by pathologists with a 25% market share. Our latest Net Promoter Score Survey yielded a 62, continuing our track record of delivering elite service levels to our customers. We are proud of the quality of the service that our teams continued to deliver during the year. Our People Our people and our culture are key to our success.",1,0,0,0,0,1,0,1,62.0,,,,,
WAFD INC,,,,,https://sec.gov/Archives/edgar/data/0000936528/000093652825000045/wafdinvestorpresentation.htm,,"Grow the business by delivering credit and treasury solutions that allow our clients to prosper. Build 2030 5 Evolution of Our Franchise Thrift Consumer deposits and home loans. Commercial Add systems and expertise to bank businesses Serving Businesses Concierge level service for all clients –serving businesses wholistically alongside consumers, both in‐person and digitally 1917‐2007 Build 2030 6 15 years of investment in our evolution to a commercial bank 6 Digital Focus Evolve from analog to digital delivery channels 4 6 7 19 31 52 55 Net Promoter Score Approaching World Class 7 Our investments in customer service, usability and technology are translating into high customer satisfaction levels Source: CustomerGauge.com and Comparably.com WaFdaa Net Promoter Score 1 17 34 48 51 48 44 57 55 2017 2018 2019 2020 2021 2022 2023 2024 Peer Net Promoter Score 1 1 2024 Financial Services Banking Benchmarks A Score of 70 or higher is considered world class. A Score of 50 or higher is considered excellent. A score of 30 or higher is considered very good.",1,0,0,0,0,0,0,1,55.0,,,,,
WESTPAC BANKING CORP,WEBNF,719245.0,EX-1,2025-05-05,https://sec.gov/Archives/edgar/data/0000719245/000110465925044305/tm2513995d2_ex1.htm,,"Except as required by law, Westpac is not responsible for updating, or obliged to update, any matter arising after the date of this presentation. The information in this page is subject to the information in Westpac’s ASX filings, including in its 2024 Interim Report and elsewhere in this presentation. SERVICE EXCELLENCE ONE BEST WAY METRIC MAR-25 SEP-29 TARGET Consumer NPS #2 #1 Business NPS #3 #1 WIB RSI1 n/a #1 Complete UNITE on time On track Complete Complete UNITE on budget $398m2 35%-40% of total investment over FY25 to FY28 Employee engagement Top quartile Top decile Cost to income ratio relative to peers3 2.7ppts above4 Less than peer average Return on tangible equity relative to peers3 1.2ppts below4 Greater than peer average MEASURING PROGRESS MICHAEL ROWLAND CHIEF FINANCIAL OFFICER 44% 60% 67% 14% 16% 15% 37% 17% 11% $352bn $704bn $1tn Mar-08 (pre GFC) Mar-15 Mar-25 16 CAPITAL 6.0 8.8 12.2 Mar-08 (pre GFC) Mar-15 Mar-25 LIQUID ASSETS LCR AND NSFR (%)",0,0,0,0,0,0,0,0,,,,,,
SAIA INC,,,,,https://sec.gov/Archives/edgar/data/0001177702/000095017022013881/saia-ex99_1.htm,,"We continue to see great response from our existing customers who ask us to handle their freight needs in the new markets, and then as our brands grow in the market, new customers are onboarded. Internally, we track customer satisfaction on a daily basis, and KPIs are focused on customer satisfaction. Our Net Promoter Scores have improved for five consecutive quarters, further validating our customer first strategy, a testament to the exceptional service provided by our team members across our growing map. In total, as Doug mentioned, we expect to invest over $0.5 billion this year in real estate, equipment and technology. Equipment deliveries continue.",0,1,0,0,0,0,0,0,,,,,,
"SHOTSPOTTER, INC",,,,,https://sec.gov/Archives/edgar/data/0001351636/000095017022001613/ssti-ex99_1.htm,,"• Revenue retention rate of 125%, an improvement from 107% in 2020. Sales and marketing spend per $1.00 of new annualized contract revenue was $0.37, an improvement from $0.51 in 2020. Net Promoter Score was 59. 2 • After the quarter end, the company amended and extended its CrimeCenter contract for providing professional services, maintenance and support revenue to the New York City Police Department, now representing over $16 million dollars in revenue for 2022. • Acquired Forensic Logic, a leading provider of cloud-based data services, subsequent to the end of the year for $5 million in cash and $15 million in stock.",1,1,1,0,0,0,0,1,59.0,,,,,
